bmb_file.bmb01,bmb_file.bmb02,bmb_file.bmb03,bmb_file.bmb04,bmb_file.bmb05,bmb_file.bmb06,bmb_file.bmb07,bmb_file.bmb08,bmb_file.bmb09,bmb_file.bmb10,bmb_file.bmb10_fac,bmb_file.bmb10_fac2,bmb_file.bmb11,bmb_file.bmb13,bmb_file.bmb14,bmb_file.bmb15,bmb_file.bmb16,bmb_file.bmb17,bmb_file.bmb18,bmb_file.bmb19,bmb_file.bmb20,bmb_file.bmb21,bmb_file.bmb22,bmb_file.bmb23,bmb_file.bmb24,bmb_file.bmb25,bmb_file.bmb26,bmb_file.bmb27,bmb_file.bmb28,bmb_file.bmbmodu,bmb_file.bmbdate,bmb_file.bmbcomm,bmb_file.bmb29,bmb_file.bmb30,bmb_file.bmb31,bmb_file.bmb33,bmb_file.bmbud01,bmb_file.bmbud02,bmb_file.bmbud03,bmb_file.bmbud04,bmb_file.bmbud05,bmb_file.bmbud06,bmb_file.bmbud07,bmb_file.bmbud08,bmb_file.bmbud09,bmb_file.bmbud10,bmb_file.bmbud11,bmb_file.bmbud12,bmb_file.bmbud13,bmb_file.bmbud14,bmb_file.bmbud15,bmb_file.bmb081,bmb_file.bmb082,bmb_file.bmb36,bmb_file.bmb37,ima02,,,,,,,,
50PX12A06PTP,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,50PX12A06PTPFA,,,,,,,
50PX12A06PTP,,0000-100011,,,550,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,50PX12A06PTPSEMEN,,,,,,,
50PX12A06PTP,,0000-100030,,,160,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,50PX12A06PTPWATER,,,,,,,
50PX12A06PTP,,0000-100090,,,312,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,50PX12A06PTPAGG1,,,,,,,
50PX12A06PTP,,0000-100091,,,738,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,50PX12A06PTPAGG2,,,,,,,
50PX12A06PTP,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,50PX12A06PTPAGG3,,,,,,,
50PX12A06PTP,,0000-100094,,,420,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,50PX12A06PTPSAND,,,,,,,
50PX12A06PTP,,0000-100093,,,180,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,50PX12A06PTPSTONE DUST,,,,,,,
50PX12A06PTP,,0002-100020,,,1.65,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,50PX12A06PTPSBT CON-M,50PX12A06PTPFA,0,50PX12A06PTPSEMEN,550,550,0.30%,1.65
50PX12A06PTP,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,50PX12A06PTPSBT PCA-8S,,,,,,,
50PX12A06PTP,,0002-100202,,,8.007,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,50PX12A06PTPSBT JM-9,,,,,,,
BC14XXA06NCC,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,BC14XXA06NCCFA,,,,,,,
BC14XXA06NCC,,0000-100011,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,BC14XXA06NCCSEMEN,,,,,,,
BC14XXA06NCC,,0000-100030,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,BC14XXA06NCCWATER,,,,,,,
BC14XXA06NCC,,0000-100090,,,318,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,BC14XXA06NCCAGG1,,,,,,,
BC14XXA06NCC,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,BC14XXA06NCCAGG2,,,,,,,
BC14XXA06NCC,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,BC14XXA06NCCAGG3,,,,,,,
BC14XXA06NCC,,0000-100094,,,1800,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,BC14XXA06NCCSAND,,,,,,,
BC14XXA06NCC,,0000-100093,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,BC14XXA06NCCSTONE DUST,,,,,,,
BC14XXA06NCC,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,BC14XXA06NCCSBT CON-M,,,,,,,
BC14XXA06NCC,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,BC14XXA06NCCSBT PCA-8S,,,,,,,
BC14XXA06NCC,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,BC14XXA06NCCSBT JM-9,,,,,,,
BC14XXC11XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,BC14XXC11XXXFA,,,,,,,
BC14XXC11XXX,,0000-100011,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,BC14XXC11XXXSEMEN,,,,,,,
BC14XXC11XXX,,0000-100030,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,BC14XXC11XXXWATER,,,,,,,
BC14XXC11XXX,,0000-100090,,,1100,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,BC14XXC11XXXAGG1,,,,,,,
BC14XXC11XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,BC14XXC11XXXAGG2,,,,,,,
BC14XXC11XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,BC14XXC11XXXAGG3,,,,,,,
BC14XXC11XXX,,0000-100094,,,840,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,BC14XXC11XXXSAND,,,,,,,
BC14XXC11XXX,,0000-100093,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,BC14XXC11XXXSTONE DUST,,,,,,,
BC14XXC11XXX,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,BC14XXC11XXXSBT CON-M,,,,,,,
BC14XXC11XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,BC14XXC11XXXSBT PCA-8S,,,,,,,
BC14XXC11XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,BC14XXC11XXXSBT JM-9,,,,,,,
BC25XXA06JOR,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,BC25XXA06JORFA,,,,,,,
BC25XXA06JOR,,0000-100030,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,BC25XXA06JORWATER,,,,,,,
BC25XXA06JOR,,0000-100091,,,1350,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,BC25XXA06JORAGG2,,,,,,,
BC25XXA06JOR,,0000-100060,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,BC25XXA06JORSEMEN VAS,,,,,,,
BC25XXA06JOR,,0000-100062,,,400,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,BC25XXA06JORSTONE DUST V,,,,,,,
BC25XXA06JOR,,0000-100063,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,BC25XXA06JORAGG1 VAS,,,,,,,
BC25XXA06JOR,,0000-100065,,,200,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,BC25XXA06JORAGG3 VAS,,,,,,,
BC25XXA06JOR,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,BC25XXA06JORSBT CON-M,,,,,,,
BC25XXA06JOR,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,BC25XXA06JORSBT PCA-8S,,,,,,,
BC25XXA06JOR,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,BC25XXA06JORSBT JM-9,,,,,,,
BC25XXA06JOR,,0000-100061,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND VAS,BC25XXA06JORSAND VAS,,,,,,,
BC25XXA11XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,BC25XXA11XXXFA,,,,,,,
BC25XXA11XXX,,0000-100011,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,BC25XXA11XXXSEMEN,,,,,,,
BC25XXA11XXX,,0000-100030,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,BC25XXA11XXXWATER,,,,,,,
BC25XXA11XXX,,0000-100090,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,BC25XXA11XXXAGG1,,,,,,,
BC25XXA11XXX,,0000-100091,,,1100,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,BC25XXA11XXXAGG2,,,,,,,
BC25XXA11XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,BC25XXA11XXXAGG3,,,,,,,
BC25XXA11XXX,,0000-100094,,,840,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,BC25XXA11XXXSAND,,,,,,,
BC25XXA11XXX,,0000-100093,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,BC25XXA11XXXSTONE DUST,,,,,,,
BC25XXA11XXX,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,BC25XXA11XXXSBT CON-M,,,,,,,
BC25XXA11XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,BC25XXA11XXXSBT PCA-8S,,,,,,,
BC25XXA11XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,BC25XXA11XXXSBT JM-9,,,,,,,
DECOC0206K25,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,DECOC0206K25FA,,,,,,,
DECOC0206K25,,0000-100011,,,340,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,DECOC0206K25SEMEN,,,,,,,
DECOC0206K25,,0000-100030,,,190,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,DECOC0206K25WATER,,,,,,,
DECOC0206K25,,0000-100090,,,313,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,DECOC0206K25AGG1,,,,,,,
DECOC0206K25,,0000-100091,,,730,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,DECOC0206K25AGG2,,,,,,,
DECOC0206K25,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,DECOC0206K25AGG3,,,,,,,
DECOC0206K25,,0000-100094,,,566,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,DECOC0206K25SAND,,,,,,,
DECOC0206K25,,0000-100093,,,141,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,DECOC0206K25STONE DUST,,,,,,,
DECOC0206K25,,0002-100020,,,1.02,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,DECOC0206K25SBT CON-M,DECOC0206K25FA,0,DECOC0206K25SEMEN,340,340,0.30%,1.02
DECOC0206K25,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,DECOC0206K25SBT PCA-8S,,,,,,,
DECOC0206K25,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,DECOC0206K25SBT JM-9,,,,,,,
DECOC0206K35,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,DECOC0206K35FA,,,,,,,
DECOC0206K35,,0000-100011,,,399,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,DECOC0206K35SEMEN,,,,,,,
DECOC0206K35,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,DECOC0206K35WATER,,,,,,,
DECOC0206K35,,0000-100090,,,304,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,DECOC0206K35AGG1,,,,,,,
DECOC0206K35,,0000-100091,,,710,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,DECOC0206K35AGG2,,,,,,,
DECOC0206K35,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,DECOC0206K35AGG3,,,,,,,
DECOC0206K35,,0000-100094,,,568,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,DECOC0206K35SAND,,,,,,,
DECOC0206K35,,0000-100093,,,142,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,DECOC0206K35STONE DUST,,,,,,,
DECOC0206K35,,0002-100020,,,1.197,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,DECOC0206K35SBT CON-M,DECOC0206K35FA,0,DECOC0206K35SEMEN,399,399,0.30%,1.197
DECOC0206K35,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,DECOC0206K35SBT PCA-8S,,,,,,,
DECOC0206K35,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,DECOC0206K35SBT JM-9,,,,,,,
DECOC0406K25,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,DECOC0406K25FA,,,,,,,
DECOC0406K25,,0000-100011,,,364,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,DECOC0406K25SEMEN,,,,,,,
DECOC0406K25,,0000-100030,,,195,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,DECOC0406K25WATER,,,,,,,
DECOC0406K25,,0000-100090,,,320,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,DECOC0406K25AGG1,,,,,,,
DECOC0406K25,,0000-100091,,,746,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,DECOC0406K25AGG2,,,,,,,
DECOC0406K25,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,DECOC0406K25AGG3,,,,,,,
DECOC0406K25,,0000-100094,,,550,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,DECOC0406K25SAND,,,,,,,
DECOC0406K25,,0000-100093,,,137,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,DECOC0406K25STONE DUST,,,,,,,
DECOC0406K25,,0002-100020,,,1.092,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,DECOC0406K25SBT CON-M,DECOC0406K25FA,0,DECOC0406K25SEMEN,364,364,0.30%,1.092
DECOC0406K25,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,DECOC0406K25SBT PCA-8S,,,,,,,
DECOC0406K25,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,DECOC0406K25SBT JM-9,,,,,,,
QUADROP,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,QUADROPFA,,,,,,,
QUADROP,,0000-100030,,,80,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,QUADROPWATER,,,,,,,
QUADROP,,0000-100060,,,480,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN VAS,QUADROPSEMEN VAS,,,,,,,
QUADROP,,0000-100062,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST V,QUADROPSTONE DUST V,,,,,,,
QUADROP,,0000-100063,,,1540,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1 VAS,QUADROPAGG1 VAS,,,,,,,
QUADROP,,0000-100064,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2 VAS,QUADROPAGG2 VAS,,,,,,,
QUADROP,,0000-100065,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3 VAS,QUADROPAGG3 VAS,,,,,,,
QUADROP,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,QUADROPSBT CON-M,,,,,,,
QUADROP,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,QUADROPSBT PCA-8S,,,,,,,
QUADROP,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,QUADROPSBT JM-9,,,,,,,
QUADROP,,0000-100061,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND VAS,QUADROPSAND VAS,,,,,,,
SC13XXS06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,SC13XXS06XXXFA,,,,,,,
SC13XXS06XXX,,0000-100011,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,SC13XXS06XXXSEMEN,,,,,,,
SC13XXS06XXX,,0000-100030,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,SC13XXS06XXXWATER,,,,,,,
SC13XXS06XXX,,0000-100090,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,SC13XXS06XXXAGG1,,,,,,,
SC13XXS06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,SC13XXS06XXXAGG2,,,,,,,
SC13XXS06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,SC13XXS06XXXAGG3,,,,,,,
SC13XXS06XXX,,0000-100094,,,1396,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,SC13XXS06XXXSAND,,,,,,,
SC13XXS06XXX,,0000-100093,,,754,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,SC13XXS06XXXSTONE DUST,,,,,,,
SC13XXS06XXX,,0002-100020,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT CON-M,SC13XXS06XXXSBT CON-M,,,,,,,
SC13XXS06XXX,,0002-100021,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT PCA-8S,SC13XXS06XXXSBT PCA-8S,,,,,,,
SC13XXS06XXX,,0002-100202,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SBT JM-9,SC13XXS06XXXSBT JM-9,,,,,,,
SC16XXS06XXX,,0000-000015,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,FA,SC16XXS06XXXFA,,,,,,,
SC16XXS06XXX,,0000-100011,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SEMEN,SC16XXS06XXXSEMEN,,,,,,,
SC16XXS06XXX,,0000-100030,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,WATER,SC16XXS06XXXWATER,,,,,,,
SC16XXS06XXX,,0000-100090,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG1,SC16XXS06XXXAGG1,,,,,,,
SC16XXS06XXX,,0000-100091,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG2,SC16XXS06XXXAGG2,,,,,,,
SC16XXS06XXX,,0000-100092,,,0,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,AGG3,SC16XXS06XXXAGG3,,,,,,,
SC16XXS06XXX,,0000-100094,,,1442,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,SAND,SC16XXS06XXXSAND,,,,,,,
SC16XXS06XXX,,0000-100093,,,708,,,,,,,,,,,,,,,,,,,,R01-0-01,,,,,,,R01JAT-801,,,,,,,,,,,,,,,,,,,,,,,STONE DUST,SC16XXS06XXXSTONE DUST,,,,,,,
